year,state,candidate,party,writein,candidate_votes,total_votes
1996,WASHINGTON,"DOLE, ROBERT",REPUBLICAN,FALSE,840712,2253837
1996,WASHINGTON,"PEROT, ROSS",OTHER,FALSE,201003,2253837
1996,WASHINGTON,,OTHER,FALSE,62696,2253837
1996,WASHINGTON,"BROWNE, HARRY",LIBERTARIAN,FALSE,12522,2253837
1996,WASHINGTON,"HAGELIN, JOHN",OTHER,FALSE,6076,2253837
1996,WASHINGTON,"PHILLIPS, HOWARD",OTHER,FALSE,4578,2253837
1996,WASHINGTON,"MOOREHEAD, MONICA",OTHER,FALSE,2189,2253837
1996,WASHINGTON,"HARRIS, JAMES",OTHER,FALSE,738,2253837
1996,WEST VIRGINIA,"CLINTON, BILL",DEMOCRAT,FALSE,327812,636459
1996,WEST VIRGINIA,"DOLE, ROBERT",REPUBLICAN,FALSE,233946,636459
1996,WEST VIRGINIA,"PEROT, ROSS",OTHER,FALSE,71639,636459
1996,WEST VIRGINIA,"BROWNE, HARRY",LIBERTARIAN,FALSE,3062,636459
1996,WISCONSIN,"CLINTON, BILL",DEMOCRAT,FALSE,1071971,2196169
1996,WISCONSIN,"DOLE, ROBERT",REPUBLICAN,FALSE,845029,2196169
1996,WISCONSIN,"PEROT, ROSS",OTHER,FALSE,227339,2196169
1996,WISCONSIN,,OTHER,FALSE,32766,2196169
1996,WISCONSIN,"PHILLIPS, HOWARD",OTHER,FALSE,8811,2196169
1996,WISCONSIN,"BROWNE, HARRY",LIBERTARIAN,FALSE,7929,2196169
1996,WISCONSIN,SCATTERING,OTHER,FALSE,2324,2196169
1996,WYOMING,"DOLE, ROBERT",REPUBLICAN,FALSE,105388,211571
1996,WYOMING,"CLINTON, BILL",DEMOCRAT,FALSE,77934,211571
1996,WYOMING,"PEROT, ROSS",OTHER,FALSE,25928,211571
1996,WYOMING,"BROWNE, HARRY",LIBERTARIAN,FALSE,1739,211571
1996,WYOMING,"HAGELIN, JOHN",OTHER,FALSE,582,211571
2000,ALABAMA,"BUSH, GEORGE W.",REPUBLICAN,FALSE,941173,1666272
2000,ALABAMA,"GORE, AL",DEMOCRAT,FALSE,692611,1666272
2000,ALABAMA,,OTHER,FALSE,25896,1666272
2000,ALABAMA,"BROWNE, HARRY",LIBERTARIAN,FALSE,5893,1666272
2000,ALABAMA,,OTHER,TRUE,699,1666272
2000,ALASKA,"BUSH, GEORGE W.",REPUBLICAN,FALSE,167398,285560
2000,ALASKA,"GORE, AL",DEMOCRAT,FALSE,79004,285560
2000,ALASKA,"NADER, RALPH",OTHER,FALSE,28747,285560
2000,ALASKA,"BUCHANAN, PATRICK """"PAT""""",OTHER,FALSE,5192,285560
2000,ALASKA,"BROWNE, HARRY",LIBERTARIAN,FALSE,2636,285560
2000,ALASKA,,OTHER,TRUE,1068,285560
2000,ALASKA,"HAGELIN, JOHN",OTHER,FALSE,919,285560
2000,ALASKA,"PHILLIPS, HOWARD",OTHER,FALSE,596,285560
2000,ARIZONA,"BUSH, GEORGE W.",REPUBLICAN,FALSE,781652,1532016
2000,ARIZONA,"GORE, AL",DEMOCRAT,FALSE,685341,1532016
2000,ARIZONA,"NADER, RALPH",OTHER,FALSE,45645,1532016
2000,ARIZONA,"BUCHANAN, PATRICK """"PAT""""",OTHER,FALSE,12373,1532016
2000,ARIZONA,"L. NEIL, SMITH",LIBERTARIAN,FALSE,5775,1532016
2000,ARIZONA,"HAGELIN, JOHN",OTHER,FALSE,1120,1532016
2000,ARIZONA,,OTHER,TRUE,110,1532016
2000,ARKANSAS,"BUSH, GEORGE W.",REPUBLICAN,FALSE,472940,921781
2000,ARKANSAS,"GORE, AL",DEMOCRAT,FALSE,422768,921781
2000,ARKANSAS,"NADER, RALPH",OTHER,FALSE,13421,921781
2000,ARKANSAS,"BUCHANAN, PATRICK """"PAT""""",OTHER,FALSE,7358,921781
2000,ARKANSAS,"BROWNE, HARRY",LIBERTARIAN,FALSE,2781,921781
2000,ARKANSAS,"PHILLIPS, HOWARD",OTHER,FALSE,1415,921781
2000,ARKANSAS,"HAGELIN, JOHN",OTHER,FALSE,1098,921781
2000,CALIFORNIA,"GORE, AL",DEMOCRAT,FALSE,5861203,10965822
2000,CALIFORNIA,"BUSH, GEORGE W.",REPUBLICAN,FALSE,4567429,10965822
2000,CALIFORNIA,"NADER, RALPH",OTHER,FALSE,418707,10965822
2000,CALIFORNIA,"BROWNE, HARRY",LIBERTARIAN,FALSE,45520,10965822
2000,CALIFORNIA,"BUCHANAN, PATRICK """"PAT""""",OTHER,FALSE,44987,10965822
2000,CALIFORNIA,"PHILLIPS, HOWARD",OTHER,FALSE,17042,10965822
2000,CALIFORNIA,"HAGELIN, JOHN",OTHER,FALSE,10934,10965822
2000,COLORADO,"BUSH, GEORGE W.",REPUBLICAN,FALSE,883748,1741368
2000,COLORADO,"GORE, AL",DEMOCRAT,FALSE,738227,1741368
2000,COLORADO,"NADER, RALPH",OTHER,FALSE,91434,1741368
2000,COLORADO,"BROWNE, HARRY",LIBERTARIAN,FALSE,12799,1741368
2000,COLORADO,"HAGELIN, JOHN",OTHER,FALSE,10465,1741368
2000,COLORADO,"HAGELIN, JOHN",OTHER,FALSE,2240,1741368
2000,COLORADO,"PHILLIPS, HOWARD",OTHER,FALSE,1319,1741368
2000,COLORADO,"MCREYNOLDS, DAVID",OTHER,FALSE,712,1741368
2000,COLORADO,"HARRIS, JAMES",OTHER,FALSE,216,1741368
2000,COLORADO,"DODGE, EARL",OTHER,FALSE,208,1741368
2000,CONNECTICUT,"GORE, AL",DEMOCRAT,FALSE,816015,1459525
2000,CONNECTICUT,"BUSH, GEORGE W.",REPUBLICAN,FALSE,561094,1459525
2000,CONNECTICUT,"NADER, RALPH",OTHER,FALSE,64452,1459525
2000,CONNECTICUT,"PHILLIPS, HOWARD",OTHER,FALSE,9695,1459525
2000,CONNECTICUT,"BUCHANAN, PATRICK """"PAT""""",OTHER,FALSE,4731,1459525
2000,CONNECTICUT,"BROWNE, HARRY",LIBERTARIAN,FALSE,3484,1459525
2000,CONNECTICUT,,OTHER,TRUE,54,1459525
2000,DELAWARE,"GORE, AL",DEMOCRAT,FALSE,180068,327529
2000,DELAWARE,"BUSH, GEORGE W.",REPUBLICAN,FALSE,137288,327529
2000,DELAWARE,"NADER, RALPH",OTHER,FALSE,8307,327529
2000,DELAWARE,"BUCHANAN, PATRICK """"PAT""""",OTHER,FALSE,777,327529
2000,DELAWARE,"BROWNE, HARRY",LIBERTARIAN,FALSE,774,327529
2000,DELAWARE,"PHILLIPS, HOWARD",OTHER,FALSE,208,327529
2000,DELAWARE,"HAGELIN, JOHN",OTHER,FALSE,107,327529
2000,DISTRICT OF COLUMBIA,"GORE, AL",DEMOCRAT,FALSE,171923,201894
2000,DISTRICT OF COLUMBIA,"BUSH, GEORGE W.",REPUBLICAN,FALSE,18073,201894
2000,DISTRICT OF COLUMBIA,"NADER, RALPH",OTHER,FALSE,10576,201894
2000,DISTRICT OF COLUMBIA,"BROWNE, HARRY",LIBERTARIAN,FALSE,669,201894
2000,DISTRICT OF COLUMBIA,,OTHER,TRUE,539,201894
2000,DISTRICT OF COLUMBIA,"HARRIS, JAMES",OTHER,FALSE,114,201894
2000,FLORIDA,"BUSH, GEORGE W.",REPUBLICAN,FALSE,2912790,5963110
2000,FLORIDA,"GORE, AL",DEMOCRAT,FALSE,2912253,5963110
2000,FLORIDA,"NADER, RALPH",OTHER,FALSE,97488,5963110
2000,FLORIDA,"BUCHANAN, PATRICK """"PAT""""",OTHER,FALSE,17484,5963110
2000,FLORIDA,"BROWNE, HARRY",LIBERTARIAN,FALSE,16415,5963110
2000,FLORIDA,"HAGELIN, JOHN",OTHER,FALSE,2281,5963110
2000,FLORIDA,"MOOREHEAD, MONICA",OTHER,FALSE,1804,5963110
2000,FLORIDA,"PHILLIPS, HOWARD",OTHER,FALSE,1371,5963110
2000,FLORIDA,"MCREYNOLDS, DAVID",OTHER,FALSE,622,5963110
2000,FLORIDA,"HARRIS, JAMES",OTHER,FALSE,562,5963110
2000,FLORIDA,,OTHER,TRUE,40,5963110
2000,GEORGIA,"BUSH, GEORGE W.",REPUBLICAN,FALSE,1419720,2583208
2000,GEORGIA,"GORE, AL",DEMOCRAT,FALSE,1116230,2583208
2000,GEORGIA,"BROWNE, HARRY",LIBERTARIAN,FALSE,36332,2583208
2000,GEORGIA,"BUCHANAN, PATRICK """"PAT""""",OTHER,FALSE,10926,2583208
2000,HAWAII,"GORE, AL",DEMOCRAT,FALSE,205286,367951
2000,HAWAII,"BUSH, GEORGE W.",REPUBLICAN,FALSE,137845,367951
2000,HAWAII,"NADER, RALPH",OTHER,FALSE,21623,367951
2000,HAWAII,"BROWNE, HARRY",LIBERTARIAN,FALSE,1477,367951
2000,HAWAII,"BUCHANAN, PATRICK """"PAT""""",OTHER,FALSE,1071,367951
2000,HAWAII,"PHILLIPS, HOWARD",OTHER,FALSE,343,367951
2000,HAWAII,"HAGELIN, JOHN",OTHER,FALSE,306,367951
2000,IDAHO,"BUSH, GEORGE W.",REPUBLICAN,FALSE,336937,501615
2000,IDAHO,"GORE, AL",DEMOCRAT,FALSE,138637,501615
2000,IDAHO,"NADER, RALPH",OTHER,TRUE,12292,501615
2000,IDAHO,"BUCHANAN, PATRICK """"PAT""""",OTHER,FALSE,7615,501615
2000,IDAHO,"BROWNE, HARRY",LIBERTARIAN,FALSE,3488,501615
2000,IDAHO,"PHILLIPS, HOWARD",OTHER,FALSE,1469,501615
2000,IDAHO,"HAGELIN, JOHN",OTHER,FALSE,1177,501615
2000,ILLINOIS,"GORE, AL",DEMOCRAT,FALSE,2589026,4742108
2000,ILLINOIS,"BUSH, GEORGE W.",REPUBLICAN,FALSE,2019421,4742108
2000,ILLINOIS,"NADER, RALPH",OTHER,FALSE,103759,4742108
2000,ILLINOIS,,OTHER,FALSE,16106,4742108
2000,ILLINOIS,"BROWNE, HARRY",LIBERTARIAN,FALSE,11623,4742108
2000,ILLINOIS,"BUCHANAN, PATRICK """"PAT""""",OTHER,FALSE,2127,4742108
2000,ILLINOIS,,OTHER,TRUE,46,4742108
2000,INDIANA,"BUSH, GEORGE W.",REPUBLICAN,FALSE,1245836,2199302
2000,INDIANA,"GORE, AL",DEMOCRAT,FALSE,901980,2199302
2000,INDIANA,,OTHER,TRUE,18997,2199302
2000,INDIANA,"BUCHANAN, PATRICK """"PAT""""",OTHER,FALSE,16959,2199302
2000,INDIANA,"BROWNE, HARRY",LIBERTARIAN,FALSE,15530,2199302
2000,IOWA,"GORE, AL",DEMOCRAT,FALSE,638517,1353022
2000,IOWA,"BUSH, GEORGE W.",REPUBLICAN,FALSE,634373,1353022
2000,IOWA,,OTHER,FALSE,37459,1353022
2000,IOWA,"NADER, RALPH",OTHER,FALSE,29374,1353022
2000,IOWA,"BUCHANAN, PATRICK """"PAT""""",OTHER,FALSE,5731,1353022
2000,IOWA,"BROWNE, HARRY",LIBERTARIAN,FALSE,3209,1353022
2000,IOWA,"HAGELIN, JOHN",OTHER,FALSE,2281,1353022
2000,IOWA,SCATTERING,OTHER,FALSE,1168,1353022
2000,IOWA,"PHILLIPS, HOWARD",OTHER,FALSE,613,1353022
2000,IOWA,"HARRIS, JAMES",OTHER,FALSE,190,1353022
2000,IOWA,"MCREYNOLDS, DAVID",OTHER,FALSE,107,1353022
2000,KANSAS,"BUSH, GEORGE W.",REPUBLICAN,FALSE,622332,1072216
2000,KANSAS,"GORE, AL",DEMOCRAT,FALSE,399276,1072216
2000,KANSAS,,OTHER,FALSE,37459,1072216
2000,KANSAS,"BUCHANAN, PATRICK """"PAT""""",OTHER,FALSE,7370,1072216
2000,KANSAS,"BROWNE, HARRY",LIBERTARIAN,FALSE,4525,1072216
2000,KANSAS,"PHILLIPS, HOWARD",OTHER,FALSE,1254,1072216
2000,KENTUCKY,"BUSH, GEORGE W.",REPUBLICAN,FALSE,872520,1544106
2000,KENTUCKY,"GORE, AL",DEMOCRAT,FALSE,638923,1544106
2000,KENTUCKY,"NADER, RALPH",OTHER,FALSE,23118,1544106
2000,KENTUCKY,"BUCHANAN, PATRICK """"PAT""""",OTHER,FALSE,4152,1544106
2000,KENTUCKY,"BROWNE, HARRY",LIBERTARIAN,FALSE,2885,1544106
2000,KENTUCKY,"HAGELIN, JOHN",OTHER,FALSE,1513,1544106
2000,KENTUCKY,,OTHER,FALSE,915,1544106
2000,KENTUCKY,,OTHER,TRUE,80,1544106
2000,LOUISIANA,"BUSH, GEORGE W.",REPUBLICAN,FALSE,927871,1765656
2000,LOUISIANA,"GORE, AL",DEMOCRAT,FALSE,792344,1765656
2000,LOUISIANA,"NADER, RALPH",OTHER,FALSE,20473,1765656
2000,LOUISIANA,"BUCHANAN, PATRICK """"PAT""""",OTHER,FALSE,14356,1765656
2000,LOUISIANA,"PHILLIPS, HOWARD",OTHER,FALSE,5483,1765656
2000,LOUISIANA,"BROWNE, HARRY",LIBERTARIAN,FALSE,2951,1765656
2000,LOUISIANA,"HARRIS, JAMES",OTHER,FALSE,1103,1765656
2000,LOUISIANA,"HAGELIN, JOHN",OTHER,FALSE,1075,1765656
2000,MAINE,"GORE, AL",DEMOCRAT,FALSE,319951,651817
2000,MAINE,"BUSH, GEORGE W.",REPUBLICAN,FALSE,286616,651817
2000,MAINE,"NADER, RALPH",OTHER,FALSE,37127,651817
2000,MAINE,"BUCHANAN, PATRICK """"PAT""""",OTHER,FALSE,4443,651817
2000,MAINE,"BROWNE, HARRY",LIBERTARIAN,FALSE,3074,651817
2000,MAINE,"PHILLIPS, HOWARD",OTHER,FALSE,579,651817
2000,MAINE,OTHER,OTHER,FALSE,27,651817
2000,MARYLAND,"GORE, AL",DEMOCRAT,FALSE,1144008,2025212
2000,MARYLAND,"BUSH, GEORGE W.",REPUBLICAN,FALSE,813827,2025212
2000,MARYLAND,"NADER, RALPH",OTHER,FALSE,53768,2025212
2000,MARYLAND,"BROWNE, HARRY",LIBERTARIAN,FALSE,5310,2025212
2000,MARYLAND,"BUCHANAN, PATRICK """"PAT""""",OTHER,FALSE,4248,2025212
2000,MARYLAND,,OTHER,TRUE,1656,2025212
2000,MARYLAND,OTHER,OTHER,FALSE,1477,2025212
2000,MARYLAND,"PHILLIPS, HOWARD",OTHER,FALSE,918,2025212
2000,MASSACHUSETTS,"GORE, AL",DEMOCRAT,FALSE,1616487,2733964
2000,MASSACHUSETTS,"BUSH, GEORGE W.",REPUBLICAN,FALSE,878502,2733964
2000,MASSACHUSETTS,"NADER, RALPH",OTHER,FALSE,173564,2733964
2000,MASSACHUSETTS,BLANK VOTE/SCATTERING,OTHER,FALSE,31022,2733964
2000,MASSACHUSETTS,"BROWNE, HARRY",LIBERTARIAN,FALSE,16366,2733964
2000,MASSACHUSETTS,"BUCHANAN, PATRICK """"PAT""""",OTHER,FALSE,11149,2733964
2000,MASSACHUSETTS,OTHER,OTHER,FALSE,3990,2733964
2000,MASSACHUSETTS,"HAGELIN, JOHN",OTHER,FALSE,2884,2733964
2000,MICHIGAN,"GORE, AL",DEMOCRAT,FALSE,2170418,4232501
2000,MICHIGAN,"BUSH, GEORGE W.",REPUBLICAN,FALSE,1953139,4232501
2000,MICHIGAN,"NADER, RALPH",OTHER,FALSE,84165,4232501
2000,MICHIGAN,"BROWNE, HARRY",LIBERTARIAN,FALSE,16711,4232501
2000,MICHIGAN,"PHILLIPS, HOWARD",OTHER,FALSE,3791,4232501
2000,MICHIGAN,"HAGELIN, JOHN",OTHER,FALSE,2426,4232501
2000,MICHIGAN,,OTHER,TRUE,1851,4232501
2000,MINNESOTA,"GORE, AL",DEMOCRAT,FALSE,1168266,2438685
2000,MINNESOTA,"BUSH, GEORGE W.",REPUBLICAN,FALSE,1109659,2438685
2000,MINNESOTA,"NADER, RALPH",OTHER,FALSE,126696,2438685
2000,MINNESOTA,"BUCHANAN, PATRICK """"PAT""""",OTHER,FALSE,22166,2438685
2000,MINNESOTA,"BROWNE, HARRY",LIBERTARIAN,FALSE,5282,2438685
2000,MINNESOTA,"PHILLIPS, HOWARD",OTHER,FALSE,3272,2438685
2000,MINNESOTA,"BUCHANAN, PATRICK """"PAT""""",OTHER,FALSE,2294,2438685
2000,MINNESOTA,"HARRIS, JAMES",OTHER,FALSE,1022,2438685
2000,MINNESOTA,,OTHER,TRUE,28,2438685
2000,MISSISSIPPI,"BUSH, GEORGE W.",REPUBLICAN,FALSE,572844,994184
2000,MISSISSIPPI,"GORE, AL",DEMOCRAT,FALSE,404614,994184
2000,MISSISSIPPI,,OTHER,FALSE,8735,994184
2000,MISSISSIPPI,"PHILLIPS, HOWARD",OTHER,FALSE,3267,994184
2000,MISSISSIPPI,"BUCHANAN, PATRICK """"PAT""""",OTHER,FALSE,2265,994184
2000,MISSISSIPPI,"BROWNE, HARRY",LIBERTARIAN,FALSE,2009,994184
2000,MISSISSIPPI,"HAGELIN, JOHN",OTHER,FALSE,450,994184
2000,MISSOURI,"BUSH, GEORGE W.",REPUBLICAN,FALSE,1189924,2359892
2000,MISSOURI,"GORE, AL",DEMOCRAT,FALSE,1111138,2359892
2000,MISSOURI,"NADER, RALPH",OTHER,FALSE,38515,2359892
2000,MISSOURI,"BUCHANAN, PATRICK """"PAT""""",OTHER,FALSE,9818,2359892
2000,MISSOURI,"BROWNE, HARRY",LIBERTARIAN,FALSE,7436,2359892
2000,MISSOURI,"PHILLIPS, HOWARD",OTHER,FALSE,1957,2359892
2000,MISSOURI,"HAGELIN, JOHN",OTHER,FALSE,1104,2359892
2000,MONTANA,"BUSH, GEORGE W.",REPUBLICAN,FALSE,240178,410986
2000,MONTANA,"GORE, AL",DEMOCRAT,FALSE,137126,410986
2000,MONTANA,"NADER, RALPH",OTHER,FALSE,24437,410986
2000,MONTANA,"BUCHANAN, PATRICK """"PAT""""",OTHER,FALSE,5697,410986
2000,MONTANA,"BROWNE, HARRY",LIBERTARIAN,FALSE,1718,410986
2000,MONTANA,"PHILLIPS, HOWARD",OTHER,FALSE,1155,410986
2000,MONTANA,"HAGELIN, JOHN",OTHER,FALSE,675,410986
2000,NEBRASKA,"BUSH, GEORGE W.",REPUBLICAN,FALSE,433862,697019
2000,NEBRASKA,"GORE, AL",DEMOCRAT,FALSE,231780,697019
2000,NEBRASKA,"NADER, RALPH",OTHER,FALSE,24540,697019
2000,NEBRASKA,,OTHER,FALSE,4114,697019
2000,NEBRASKA,"BROWNE, HARRY",LIBERTARIAN,FALSE,2245,697019
2000,NEBRASKA,,OTHER,FALSE,478,697019
2000,NEVADA,"BUSH, GEORGE W.",REPUBLICAN,FALSE,301575,609426
2000,NEVADA,"GORE, AL",DEMOCRAT,FALSE,279978,609426
2000,NEVADA,"NADER, RALPH",OTHER,FALSE,15008,609426
2000,NEVADA,"BUCHANAN, PATRICK """"PAT""""",OTHER,FALSE,4747,609426
2000,NEVADA,NONE OF THESE CANDIDATES,OTHER,FALSE,3315,609426
2000,NEVADA,"BROWNE, HARRY",LIBERTARIAN,FALSE,3311,609426
2000,NEVADA,"PHILLIPS, HOWARD",OTHER,FALSE,621,609426
2000,NEVADA,"HAGELIN, JOHN",OTHER,FALSE,415,609426
2000,NEVADA,BLANK VOTE,OTHER,FALSE,282,609426
2000,NEVADA,OVER VOTE,OTHER,FALSE,174,609426
2000,NEW HAMPSHIRE,"BUSH, GEORGE W.",REPUBLICAN,FALSE,273559,569081
2000,NEW HAMPSHIRE,"GORE, AL",DEMOCRAT,FALSE,266348,569081
2000,NEW HAMPSHIRE,"NADER, RALPH",OTHER,FALSE,22198,569081
2000,NEW HAMPSHIRE,"BROWNE, HARRY",LIBERTARIAN,FALSE,2757,569081
2000,NEW HAMPSHIRE,"BUCHANAN, PATRICK """"PAT""""",OTHER,FALSE,2615,569081
2000,NEW HAMPSHIRE,,OTHER,TRUE,1276,569081
2000,NEW HAMPSHIRE,,OTHER,FALSE,328,569081
2000,NEW JERSEY,"GORE, AL",DEMOCRAT,FALSE,1788850,3187226
2000,NEW JERSEY,"BUSH, GEORGE W.",REPUBLICAN,FALSE,1284173,3187226
2000,NEW JERSEY,,OTHER,FALSE,114203,3187226
2000,NEW MEXICO,"GORE, AL",DEMOCRAT,FALSE,286783,598605
2000,NEW MEXICO,"BUSH, GEORGE W.",REPUBLICAN,FALSE,286417,598605
2000,NEW MEXICO,"NADER, RALPH",OTHER,FALSE,21251,598605
2000,NEW MEXICO,"BROWNE, HARRY",LIBERTARIAN,FALSE,2058,598605
2000,NEW MEXICO,"BUCHANAN, PATRICK """"PAT""""",OTHER,FALSE,1392,598605
2000,NEW MEXICO,"HAGELIN, JOHN",OTHER,FALSE,361,598605
2000,NEW MEXICO,"PHILLIPS, HOWARD",OTHER,FALSE,343,598605
2000,NEW YORK,"GORE, AL",DEMOCRAT,FALSE,3942215,6960215
2000,NEW YORK,"BUSH, GEORGE W.",REPUBLICAN,FALSE,2258577,6960215
2000,NEW YORK,"NADER, RALPH",OTHER,FALSE,244030,6960215
2000,NEW YORK,"BUSH, GEORGE W.",OTHER,FALSE,144797,6960215
2000,NEW YORK,BLANK VOTE/SCATTERING,OTHER,FALSE,138216,6960215
2000,NEW YORK,"GORE, AL",OTHER,FALSE,88395,6960215
2000,NEW YORK,"GORE, AL",OTHER,FALSE,77087,6960215
2000,NEW YORK,"BUCHANAN, PATRICK """"PAT""""",OTHER,FALSE,25175,6960215
2000,NEW YORK,"HAGELIN, JOHN",OTHER,FALSE,24361,6960215
2000,NEW YORK,"BROWNE, HARRY",LIBERTARIAN,FALSE,7649,6960215
2000,NEW YORK,"BUCHANAN, PATRICK """"PAT""""",OTHER,FALSE,6424,6960215
2000,NEW YORK,"HARRIS, JAMES",OTHER,FALSE,1789,6960215
2000,NEW YORK,"PHILLIPS, HOWARD",OTHER,FALSE,1498,6960215
2000,NEW YORK,,OTHER,TRUE,2,6960215
2000,NORTH CAROLINA,"BUSH, GEORGE W.",REPUBLICAN,FALSE,1631163,2914990
2000,NORTH CAROLINA,"GORE, AL",DEMOCRAT,FALSE,1257692,2914990
2000,NORTH CAROLINA,"BROWNE, HARRY",LIBERTARIAN,FALSE,13891,2914990
2000,NORTH CAROLINA,"BUCHANAN, PATRICK """"PAT""""",OTHER,FALSE,8874,2914990
2000,NORTH CAROLINA,NOT DESIGNATED,OTHER,FALSE,3370,2914990
2000,NORTH DAKOTA,"BUSH, GEORGE W.",REPUBLICAN,FALSE,174852,288256
2000,NORTH DAKOTA,"GORE, AL",DEMOCRAT,FALSE,95284,288256
2000,NORTH DAKOTA,,OTHER,FALSE,10459,288256
2000,NORTH DAKOTA,"BUCHANAN, PATRICK """"PAT""""",OTHER,FALSE,7288,288256
2000,NORTH DAKOTA,"PHILLIPS, HOWARD",OTHER,FALSE,373,288256
2000,OHIO,"BUSH, GEORGE W.",REPUBLICAN,FALSE,2350363,4701998
2000,OHIO,"GORE, AL",DEMOCRAT,FALSE,2183628,4701998
2000,OHIO,NOT DESIGNATED,OTHER,FALSE,148353,4701998
2000,OHIO,"BROWNE, HARRY",LIBERTARIAN,FALSE,13473,4701998
2000,OHIO,"HAGELIN, JOHN",OTHER,FALSE,6181,4701998
2000,OKLAHOMA,"BUSH, GEORGE W.",REPUBLICAN,FALSE,744337,1234229
2000,OKLAHOMA,"GORE, AL",DEMOCRAT,FALSE,474276,1234229
2000,OKLAHOMA,"BUCHANAN, PATRICK """"PAT""""",OTHER,FALSE,9014,1234229
2000,OKLAHOMA,"BROWNE, HARRY",LIBERTARIAN,FALSE,6602,1234229
2000,OREGON,"GORE, AL",DEMOCRAT,FALSE,720342,1533950
2000,OREGON,"BUSH, GEORGE W.",REPUBLICAN,FALSE,713577,1533950
2000,OREGON,"NADER, RALPH",OTHER,FALSE,77357,1533950
2000,OREGON,"BROWNE, HARRY",LIBERTARIAN,FALSE,7447,1533950
2000,OREGON,"BUCHANAN, PATRICK """"PAT""""",OTHER,FALSE,7063,1533950
2000,OREGON,OTHER,OTHER,FALSE,3401,1533950
2000,OREGON,"BUCHANAN, PATRICK """"PAT""""",OTHER,FALSE,2574,1533950
2000,OREGON,"PHILLIPS, HOWARD",OTHER,FALSE,2189,1533950
2000,PENNSYLVANIA,"GORE, AL",DEMOCRAT,FALSE,2485967,4912185
2000,PENNSYLVANIA,"BUSH, GEORGE W.",REPUBLICAN,FALSE,2281127,4912185
2000,PENNSYLVANIA,"NADER, RALPH",OTHER,FALSE,103392,4912185
2000,PENNSYLVANIA,"BUCHANAN, PATRICK """"PAT""""",OTHER,FALSE,16023,4912185
2000,PENNSYLVANIA,"PHILLIPS, HOWARD",OTHER,FALSE,14428,4912185
2000,PENNSYLVANIA,"BROWNE, HARRY",LIBERTARIAN,FALSE,11248,4912185
2000,RHODE ISLAND,"GORE, AL",DEMOCRAT,FALSE,249508,409112
2000,RHODE ISLAND,"BUSH, GEORGE W.",REPUBLICAN,FALSE,130555,409112
2000,RHODE ISLAND,"NADER, RALPH",OTHER,FALSE,25052,409112
2000,RHODE ISLAND,"BUCHANAN, PATRICK """"PAT""""",OTHER,FALSE,2273,409112
2000,RHODE ISLAND,"BROWNE, HARRY",LIBERTARIAN,FALSE,742,409112
2000,RHODE ISLAND,,OTHER,TRUE,329,409112
2000,RHODE ISLAND,"HAGELIN, JOHN",OTHER,FALSE,271,409112
2000,RHODE ISLAND,"MOOREHEAD, MONICA",OTHER,FALSE,199,409112
2000,RHODE ISLAND,"PHILLIPS, HOWARD",OTHER,FALSE,97,409112
2000,RHODE ISLAND,,OTHER,FALSE,52,409112
2000,RHODE ISLAND,,OTHER,FALSE,34,409112
2000,SOUTH CAROLINA,"BUSH, GEORGE W.",REPUBLICAN,FALSE,786892,1383902
2000,SOUTH CAROLINA,"GORE, AL",DEMOCRAT,FALSE,566037,1383902
2000,SOUTH CAROLINA,"NADER, RALPH",OTHER,FALSE,20279,1383902
2000,SOUTH CAROLINA,"BROWNE, HARRY",LIBERTARIAN,FALSE,4760,1383902
2000,SOUTH CAROLINA,"BUCHANAN, PATRICK """"PAT""""",OTHER,FALSE,3309,1383902
2000,SOUTH CAROLINA,,OTHER,FALSE,1682,1383902
2000,SOUTH CAROLINA,"HAGELIN, JOHN",OTHER,FALSE,943,1383902
2000,SOUTH DAKOTA,"BUSH, GEORGE W.",REPUBLICAN,FALSE,190700,316269
2000,SOUTH DAKOTA,"GORE, AL",DEMOCRAT,FALSE,118804,316269
2000,SOUTH DAKOTA,"BUCHANAN, PATRICK """"PAT""""",OTHER,FALSE,3322,316269
2000,SOUTH DAKOTA,"PHILLIPS, HOWARD",OTHER,FALSE,1781,316269
2000,SOUTH DAKOTA,"BROWNE, HARRY",LIBERTARIAN,FALSE,1662,316269
2000,TENNESSEE,"BUSH, GEORGE W.",REPUBLICAN,FALSE,1061949,2076181
2000,TENNESSEE,"GORE, AL",DEMOCRAT,FALSE,981720,2076181
2000,TENNESSEE,,OTHER,FALSE,32084,2076181
2000,TENNESSEE,,OTHER,TRUE,428,2076181
2000,TEXAS,"BUSH, GEORGE W.",REPUBLICAN,FALSE,3799639,6407637
2000,TEXAS,"GORE, AL",DEMOCRAT,FALSE,2433746,6407637
2000,TEXAS,"NADER, RALPH",OTHER,FALSE,137994,6407637
2000,TEXAS,"BROWNE, HARRY",LIBERTARIAN,FALSE,23160,6407637
2000,TEXAS,,OTHER,FALSE,12394,6407637
2000,TEXAS,,OTHER,TRUE,704,6407637
2000,UTAH,"BUSH, GEORGE W.",REPUBLICAN,FALSE,515096,770754
2000,UTAH,"GORE, AL",DEMOCRAT,FALSE,203053,770754
2000,UTAH,"NADER, RALPH",OTHER,FALSE,35850,770754
2000,UTAH,"BUCHANAN, PATRICK """"PAT""""",OTHER,FALSE,9319,770754
2000,UTAH,"BROWNE, HARRY",LIBERTARIAN,FALSE,3616,770754
